,tweet_id,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,airline_sentiment_gold,name,negativereason_gold,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5903,568495601471647745,neutral,1.0,,,Southwest,,ravulapati,,0,4467 and 152 on 2/25 and 503 and 25 on 2/26th.,,2015-02-19 11:41:28 -0800,"Round Rock, TX",Hawaii
5904,568495464015929344,neutral,1.0,,,Southwest,,saianel,,0,Do y'all know when the new routes from HOU to Aruba & Puerto Vallarta will be available?,"[30.20654541, -97.74890436]",2015-02-19 11:40:55 -0800,Texas,Mountain Time (US & Canada)
5908,568494596973600769,neutral,1.0,,,Southwest,,kipster81,,0,wow! Some things are better forgotten!,,2015-02-19 11:37:28 -0800,Pennsylvania,Eastern Time (US & Canada)
5914,568491160056045568,neutral,0.6507,,,Southwest,,jaysonsperling,,0,"Don't worry, you will! :-)",,2015-02-19 11:23:49 -0800,"Denver, CO. USA",Pacific Time (US & Canada)
5918,568489413262610433,neutral,1.0,,,Southwest,,TTpKP12,,0,do you have any flights from NAS-BWI ton March 23?,,2015-02-19 11:16:52 -0800,,Central Time (US & Canada)
5919,568486399663575040,neutral,0.6504,,0.0,Southwest,,ravulapati,,0,for my travel I see bz class and get away are sld out. Anytime is available . How do I know how many anytime are available?,,2015-02-19 11:04:54 -0800,"Round Rock, TX",Hawaii
5920,568484677868265473,neutral,0.3674,,0.0,Southwest,,TkerVker,,0,Thanks I get that. It looks like all BWI-SJD services stops after Aug 7. Is that the case? I cant find one date with flights.,,2015-02-19 10:58:03 -0800,,
5921,568484335747268608,neutral,1.0,,,Southwest,,alexster4324,,0,can I get some luv with a fallow?,,2015-02-19 10:56:42 -0800,,
5923,568483386580439040,neutral,0.6584,,,Southwest,,geekstiel,,0,do you have a pair of tickets to the  show in Atlanta?! I'd love to go!,,2015-02-19 10:52:55 -0800,,Atlantic Time (Canada)
5925,568482803266031616,neutral,0.6429,,0.0,Southwest,,geekstiel,,0,please help me get tickets to the  club show in Atlanta?!,,2015-02-19 10:50:36 -0800,,Atlantic Time (Canada)
5926,568482252168019968,neutral,1.0,,,Southwest,,geekstiel,,0,Do you perhaps have a pair to the Atlanta show?,,2015-02-19 10:48:25 -0800,,Atlantic Time (Canada)
5929,568479399273758721,neutral,1.0,,,Southwest,,bryceadvice,,0,Any tix to spare? I wanna go see the show on Friday in LA with my friend,,2015-02-19 10:37:05 -0800,"Los Angeles, CA",Central Time (US & Canada)
5932,568478536715120640,neutral,1.0,,,Southwest,,vincentpowell,,0,following!! My bad.,,2015-02-19 10:33:39 -0800,"Houston, TX",Central Time (US & Canada)
5935,568474442210283520,neutral,0.6627,,0.0,Southwest,,OhYouLanceyHuh,,0,why must the 4:45pm nonstop BOS-BNA flight stop running after August 7???,,2015-02-19 10:17:23 -0800,508--954--305--615,Quito
5936,568471761051721728,neutral,0.6452,,0.0,Southwest,,danteusa1,,0,I have 2d and 3d embossed badges and patches superior to the ones you are currently using.,,2015-02-19 10:06:44 -0800,,
5954,568463093568835584,neutral,0.6692,,,Southwest,,MsPersia,,0,yes can do,,2015-02-19 09:32:17 -0800,San Francisco,Pacific Time (US & Canada)
5960,568457802059902976,neutral,1.0,,,Southwest,,ohrebeca,,0,are there any flights from MSP to HRL in March? I'm looking at 3/19-3/23,,2015-02-19 09:11:16 -0800,"minneapolis, mn",Central Time (US & Canada)
5966,568454418141614080,neutral,0.6444,,,Southwest,,geekstiel,,0,wouldn't it be awesome for my first time flying to be,,2015-02-19 08:57:49 -0800,,Atlantic Time (Canada)
5969,568453818335129601,neutral,1.0,,,Southwest,,geekstiel,,0,"I can easily get to the Atlanta show, I just need tickets, help?!",,2015-02-19 08:55:26 -0800,,Atlantic Time (Canada)
5971,568453042816868352,neutral,0.66,,,Southwest,,0504Traveller,,0,"adding direct flights from  to   
 via",,2015-02-19 08:52:21 -0800,,Central Time (US & Canada)
5973,568451916319096832,neutral,1.0,,,Southwest,,0504Traveller,,0,boarding passes now compatible with,,2015-02-19 08:47:52 -0800,,Central Time (US & Canada)
5976,568448902011224064,neutral,1.0,,,Southwest,,katxc,,0,My DM won't go through but it is 261633561838. Please let me know if you need anything else.,,2015-02-19 08:35:54 -0800,Chicago,Central Time (US & Canada)
5977,568448300325605377,neutral,1.0,,,Southwest,,KTmBoyle,,0,Can someone rebook me? Please direct message me.,,2015-02-19 08:33:30 -0800,Gone West,Eastern Time (US & Canada)
5983,568447131431931904,neutral,1.0,,,Southwest,,NicholasJamz,,0,question all.  When will I receive my yearly bonus point accumulation? I think it's around now but not sure.  Thanks! :),"[0.0, 0.0]",2015-02-19 08:28:52 -0800,UNICEF NYHQ,Eastern Time (US & Canada)
5984,568446993548206081,neutral,0.6424,,,Southwest,,BitterEnd2013,,0,I'm flying on one right this minute,,2015-02-19 08:28:19 -0800,,
5988,568443742610305024,neutral,0.6313,,,Southwest,,toscanoraul,,0,please please please choose me to go see,,2015-02-19 08:15:24 -0800,,Pacific Time (US & Canada)
5991,568441899402584064,neutral,0.6105,,0.0,Southwest,,wxmario,,0,I got a phishing email claiming to be from Southwest. I can forward to you if you'd like to investigate.,,2015-02-19 08:08:04 -0800,"Pittsburgh, PA",Eastern Time (US & Canada)
5992,568440930593697792,neutral,0.6629999999999999,,0.0,Southwest,,soopermarkus,,0,"unfortunately no, it's my lack of status that's the big problem. My company policy forces me to buy the cheapest tickets",,2015-02-19 08:04:13 -0800,Seattle,Pacific Time (US & Canada)
5995,568440514506301440,neutral,0.6819,,,Southwest,,segeorgeff,,3,"has 22 employees on Social Care Team, 4 staff the Listening Ctr. at any time-rest of spots filled by other areas.",,2015-02-19 08:02:34 -0800,"San Antonio, Texas",Tehran
6001,568438759466934272,neutral,1.0,,,Southwest,,BradLloydBrando,,0,sure can! Just a second.,,2015-02-19 07:55:35 -0800,"Buffalo, NY",Atlantic Time (Canada)
6006,568437777647460352,neutral,0.6684,,,Southwest,,tripcentral,,0,Congratulations!,,2015-02-19 07:51:41 -0800,Canada,Eastern Time (US & Canada)
6007,568437634835595264,neutral,0.6368,,,Southwest,,kzone7,,0,"For my Grandma Ella's 80th, she would love a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",,2015-02-19 07:51:07 -0800,"Long Island, NY",Eastern Time (US & Canada)
6008,568437385844924416,neutral,1.0,,,Southwest,,JuliaMooch1,,0,is there any chance I could get tickets to the  show in Vegas? Ive been a huge fan for years! Pretty please,,2015-02-19 07:50:08 -0800,Boston,Eastern Time (US & Canada)
6012,568436693210173441,neutral,0.6974,,0.0,Southwest,,akd209,,0,is it possible to book a refundable trip? Willing to pay extra. This would be for a domestic round trip flight,,2015-02-19 07:47:23 -0800,Clearwater / Bethlehem,Eastern Time (US & Canada)
6014,568436061959028736,neutral,0.6448,,0.0,Southwest,,Raasclaattt,,0,would you be willing to help me surprise my bestfriend with tickets to go see   Gracias!,,2015-02-19 07:44:52 -0800,"Ithaca, NY",Eastern Time (US & Canada)
6015,568435434964938752,neutral,1.0,,,Southwest,,streetsmartsmom,,0,MAC computer left on BWI to LA flight on 14th.  Reward for recovery; info important to owner.,,2015-02-19 07:42:23 -0800,"Duluth, GA",Eastern Time (US & Canada)
6023,568432260912959488,neutral,1.0,,,Southwest,,bvincent,,0,using social business roadmap to develop intelligent path to embed social across enterprise,,2015-02-19 07:29:46 -0800,"Minneapolis, MN",Central Time (US & Canada)
6024,568431720707579904,neutral,1.0,,,Southwest,,judesnews9222,,0,adds new direct flights from  to Oakland & Boston starting August 2015,,2015-02-19 07:27:37 -0800,"Columbus, Ohio",
6025,568430867447549952,neutral,1.0,,,Southwest,,KelliBruns,,0,Is there anyway to pay more to get priority boarding A 1-15?,,2015-02-19 07:24:14 -0800,California,Alaska
6029,568429136584286209,neutral,0.6824,,,Southwest,,thirty_lives,,0,I've been a fan of imagine dragons since 2012 and they're my fave band and  is during my bday can I get tix,,2015-02-19 07:17:21 -0800,ʞᴚoʎ   ʍǝu,Eastern Time (US & Canada)
6030,568429062642929664,neutral,0.6566,,0.0,Southwest,,johnrouzaut2,,0,Whats up with flight 4464 Ft myers to milwaukee???,,2015-02-19 07:17:04 -0800,,
6031,568428195193729025,neutral,1.0,,,Southwest,,thirty_lives,,0,My birthday is during  could I get tix??,,2015-02-19 07:13:37 -0800,ʞᴚoʎ   ʍǝu,Eastern Time (US & Canada)
6032,568427566916345856,neutral,0.7039,,0.0,Southwest,,jlittle100,,0,Please bring back RDU to FLL direct route!  I noticed it is missing starting in Late Flight August!  The flights are always packed!,,2015-02-19 07:11:07 -0800,,
6035,568426870963712000,neutral,0.6804,,0.0,Southwest,,BradLloydBrando,,0,Hi do you know why WN4287 is already delayed until 9:35pm tonight? Thanks !,,2015-02-19 07:08:21 -0800,"Buffalo, NY",Atlantic Time (Canada)
6041,568425317028610049,neutral,0.6803,,,Southwest,,GregDyett,,0,Thanks! Will do,,2015-02-19 07:02:11 -0800,"Melbourne, Australia",Hawaii
6042,568421605132484608,neutral,0.6419,,0.0,Southwest,,AudioAnnie,,0,If you read my tweet it is a gap in process for folks that take multiple flights in one day.,,2015-02-19 06:47:26 -0800,Alabama,
6043,568421124201017345,neutral,1.0,,,Southwest,,willhamlin,,0,do you know where my plane is coming from?  I'm on SW flight 4464 from RSW to MKE,,2015-02-19 06:45:31 -0800,,Central Time (US & Canada)
6049,568413365254488064,neutral,1.0,,,Southwest,,KennyBSAT,,0,"schedule is open through the end of October, got Columbus day wknd in New England for ~50K points for 4! Check your calendar!",,2015-02-19 06:14:41 -0800,,
6051,568408789512105985,neutral,0.6703,,,Southwest,,mzona18,,0,I am now a rapids rewards member,,2015-02-19 05:56:30 -0800,Scottsdale Arizona,
6052,568404564375969792,neutral,0.6641,,,Southwest,,The_Real_INH,,0,okay just signed up!,,2015-02-19 05:39:43 -0800,Long Island,Central Time (US & Canada)
6053,568403209766744064,neutral,0.657,,0.0,Southwest,,The_Real_INH,,0,when's the next deal going to happen a poor college student is trying to fly to Orlando instead of drive in August! Lol,,2015-02-19 05:34:20 -0800,Long Island,Central Time (US & Canada)
6055,568394676501217281,neutral,0.6508,,,Southwest,,Disney_luvver,,0,booked our flights this morning. Can't wait to move about the country.,,2015-02-19 05:00:25 -0800,"Buffalo, NY",Eastern Time (US & Canada)
6059,568389266155438080,neutral,0.6638,,0.0,Southwest,,bikermom46,,0,trying to get to Mexico in September! How about affordable nonstop flights????,,2015-02-19 04:38:55 -0800,,
6061,568385950486802432,neutral,0.6832,,,Southwest,,a_lichtenfels,,0,I think me and my group could use some nice cold drinks once we get in the air...we are all over 21 😜😎,,2015-02-19 04:25:45 -0800,,
6066,568364870757797888,neutral,0.6601,,,Southwest,,Harry_Bryan,,0,are passengers automatically rebooked on other flights if original is Cancelled Flighted for weather etc?,,2015-02-19 03:01:59 -0800,"Powell, TN",Eastern Time (US & Canada)
6071,568305064529408000,neutral,0.732,,,Southwest,,royvergara,,0,ugh kicking myself for missing out on  I need some  back in my life,,2015-02-18 23:04:20 -0800,"Las Vegas, NV",Pacific Time (US & Canada)
6072,568303293635522560,neutral,0.6739,,,Southwest,,hoshizorin_,,0,Is there any chance I can get tickets for the Vegas stop? I missed my chance to enter the contest but I love ID to death !,,2015-02-18 22:57:18 -0800,,
6073,568299906466762752,neutral,0.3516,,0.0,Southwest,,imjinnie,,0,"Any chance the flight I just took can count for  I mean, I signed up with SW wifi in the air! 2/2",,2015-02-18 22:43:50 -0800,"Denver, CO",Mountain Time (US & Canada)
6074,568299749121654784,neutral,0.6577,,,Southwest,,imjinnie,,0,so I saw the promo for A-List when I was on a plane this Monday. I fly two more times in the qualification period. 1/2,,2015-02-18 22:43:13 -0800,"Denver, CO",Mountain Time (US & Canada)
6075,568294699515187200,neutral,0.3624,,0.0,Southwest,,tarunsehgal1986,,0,hilarious flight attendants on Vegas to Detroit tonight,,2015-02-18 22:23:09 -0800,,
6077,568284092707401728,neutral,0.6736,,,Southwest,,ransdell08,,0,about time!  is a must!,,2015-02-18 21:41:00 -0800,"Little Rock, AR",Central Time (US & Canada)
6079,568276647885086720,neutral,0.6584,,0.0,Southwest,,tbuccheri,,0,"It takes 13.5 hours to fly from Chicago to Beijing on United, and 12 to fly from Vegas to Omaha on SW...",,2015-02-18 21:11:25 -0800,,Central Time (US & Canada)
6084,568269180153274368,neutral,1.0,,,Southwest,,kelly_bast,,0,my PR class would luv to know who's in charge of your Twitter. How many people write your tweets?,,2015-02-18 20:41:45 -0800,"Omaha, NE",Central Time (US & Canada)
6085,568269127992913920,neutral,1.0,,,Southwest,,MinderJoan,,0,if you are giving tix to  show would appreciate one or two for LA😄Flying from PHL to LAX on Friday,,2015-02-18 20:41:32 -0800,,Eastern Time (US & Canada)
6086,568267732556255232,neutral,0.7218,,0.0,Southwest,,podunculus,,0,any chance I can get tix for   I have been tweeting since January 26 about it,,2015-02-18 20:36:00 -0800,,
6087,568266994069295105,neutral,1.0,,,Southwest,,KDFSmith,,0,only 1 guest needs to change a flight on a reservation of 2. How can I do it? I NEED this to happen. Say it can...Please help!,,2015-02-18 20:33:03 -0800,United States,Central Time (US & Canada)
6088,568262925833515008,neutral,0.6479,,,Southwest,,NuEarRich,,0,inflight entertainment.  Tonight a Willie Nelson impersonator sang for the passengers,,2015-02-18 20:16:53 -0800,"Phoenix, AZ",
6091,568247978835578880,neutral,0.6559,,0.0,Southwest,,frayoub,,0,heard you are saving 30k a year on fuel not carrying around those skymall's,,2015-02-18 19:17:30 -0800,,
6092,568243352258236416,neutral,0.6738,,0.0,Southwest,,yancey_jake,,0,"if a passngr requires wheelchair to gt on plane then sits in an exit row, wld they b physically capable to help in emergency?",,2015-02-18 18:59:07 -0800,,
6093,568240532746473472,neutral,0.3466,,0.0,Southwest,,scottmerkin,,0,"So there were 134 early-bird check-ins, because I was told there were no flythroughs? Good flight, otherwise ~",,2015-02-18 18:47:55 -0800,Chicago,Quito
6103,568227390566109184,neutral,1.0,,,Southwest,,jpagano11,,0,do new flights come out at midnight?,,2015-02-18 17:55:41 -0800,,Quito
6104,568225322543538176,neutral,0.6518,,,Southwest,,bsrubin,,0,"Looks like 'On February 19, 2015, we will open our schedule for sale through October 30, 2015' - know what time that will be?",,2015-02-18 17:47:28 -0800,"Boston, MA",Eastern Time (US & Canada)
6106,568222976744824832,neutral,0.6809,,,Southwest,,alana_aro,,0,do you have all winners for,,2015-02-18 17:38:09 -0800,,
6108,568221293914533889,neutral,0.6558,,0.0,Southwest,,Indyanna63,,0,"I had to travel to Savannah, GA, once again, on an airline I don't \""Luv\"". When r u going to fly me to Savannah? Pleeeease!!!!",,2015-02-18 17:31:28 -0800,,
6110,568220464071356416,neutral,1.0,,,Southwest,,FNCNerd,,0,"So I am flying Chicago-LAX-PHX just to go spotting at LAX and PHX airports, then I am flying back to Chicago :)",,2015-02-18 17:28:10 -0800,"Lake Buena Vista, Florida",Central Time (US & Canada)
6115,568214541852495872,neutral,1.0,,,Southwest,,cosmicghoul,,0,i cant look up my confirmation number at the moment on mobile. the email is no longer in my inbox,,2015-02-18 17:04:38 -0800,they/them,Pacific Time (US & Canada)
6122,568210087212388353,neutral,1.0,,,Southwest,,livvyports16,,1,any info on  ?? me &  need to know..,,2015-02-18 16:46:56 -0800,,
6124,568206236081995776,neutral,1.0,,,Southwest,,linkster93,,0,Any word on winners of contest? Any chance for tix for the Provo DestinationDragons show? Fingers Crossed!,,2015-02-18 16:31:38 -0800,,
6125,568204029517553665,neutral,0.6879,,0.0,Southwest,,ericcox122685,,0,I will be writing in about the service via email. My company also transports well over 100 clients monthly via SW.,,2015-02-18 16:22:52 -0800,,Central Time (US & Canada)
6127,568202855166967808,neutral,0.6489,,,Southwest,,armond_ealey,,0,Thanks!!! :)  It is good to air on the side of caution,"[0.0, 0.0]",2015-02-18 16:18:12 -0800,,
6129,568198843034169344,neutral,0.6651,,0.0,Southwest,,Armywives101,,0,Yay! And are dependents with ID (wife children) eligible to use this discount too? How do you use it over the phone/inperson?,,2015-02-18 16:02:15 -0800,Fayetteville North Carolina,Eastern Time (US & Canada)
6133,568192038040006656,neutral,1.0,,,Southwest,,syrahminush,,0,when will dates to fly go past August 7 2015?,,2015-02-18 15:35:13 -0800,"Bay Area, California",Pacific Time (US & Canada)
6136,568190250377461760,neutral,0.6733,,0.0,Southwest,,Kaneshow,,1,YO!    give  their plane back.  They're mad & threatening to take away my Companion Pass.,,2015-02-18 15:28:06 -0800,Washington | Tampa | Baltimore,Eastern Time (US & Canada)
6140,568187725834289152,neutral,1.0,,,Southwest,,Armywives101,,0,Working on a piece about military discounts and am hearing you offer one. Can you give me specifics and confirm? Thank You!,,2015-02-18 15:18:04 -0800,Fayetteville North Carolina,Eastern Time (US & Canada)
6141,568187577909563392,neutral,0.6885,,0.0,Southwest,,campnhike75,,0,Did they pick someone for Destination Dragons?,,2015-02-18 15:17:29 -0800,indiana,Hawaii
6142,568183277774868480,neutral,1.0,,,Southwest,,2Hats1Mike,,0,Do you anticipate any Cancelled Flightlations for flights out of Nashville tomorrow? Thank you!,,2015-02-18 15:00:24 -0800,"Buffalo, NY",Eastern Time (US & Canada)
6144,568182492055912449,neutral,1.0,,,Southwest,,livvyports16,,1,do you have any info about when  winners will be announced? me & my best friend are hoping to win. thanks!,,2015-02-18 14:57:17 -0800,,
6146,568181877560852481,neutral,0.6863,,,Southwest,,TifffyHuang,,0,just DMed you guys!!! 😁😁😁😁,,2015-02-18 14:54:50 -0800,,
6150,568180422070247424,neutral,0.6868,,0.0,Southwest,,m_nimzzz,,0,k but who won destination dragons,,2015-02-18 14:49:03 -0800,,Central Time (US & Canada)
6153,568178355452792832,neutral,1.0,,,Southwest,,FMLBROOKLYN,,0,I dunno my travel information.. like what?,,2015-02-18 14:40:50 -0800,,Arizona
6155,568177022712676353,neutral,0.6413,,0.0,Southwest,,FMLBROOKLYN,,0,"snapchat, iMessage, instagram......",,2015-02-18 14:35:33 -0800,,Arizona
